,Unnamed: 0,Message,filtered_msg,clusters
1125,1125,One Time Authorization Code(OTAC) for online transaction with your Debit Card is 459910.This code can be used only once and dont share this code with anyone,ONE TIME AUTHORIZATION CODE OTAC FOR ONLINE TRANSACTION WITH YOUR DEBIT CARD IS CODE CAN BE USED ONLY ONCE AND DONT SHARE THIS CODE WITH ANYONE,67
1126,1126,"6975 is the OTP for your Verification process with Fullerton India. If you have not applied, please call on 1800-103-6011. TCA",IS THE OTP FOR YOUR VERIFICATION PROCESS WITH FULLERTON INDIA IF YOU HAVE NOT APPLIED PLEASE CALL ON TCA,111
1127,1127,Congrats! Registration Successful. Your Id is 8660806113. Activation key to activate your account is 058202. click bit.ly/1jswb9K to download the mobile app.,CONGRATS REGISTRATION SUCCESSFUL YOUR ID IS ACTIVATION KEY TO ACTIVATE YOUR ACCOUNT IS CLICK TO DOWNLOAD THE MOBILE APP,391
1128,1128,*BOI Star Sandesh* Rs 2000 has been Debited to Your Account XX0813 from ATM on 04-12-2016.Available Balance 68692.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1129,1129,*BOI Star Sandesh* Rs 2000 has been Debited to Your Account XX0813 from ATM on 14-12-2016.Available Balance 45292.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1130,1130,*BOI Star Sandesh* Rs 2000 has been Debited to Your Account XX0813 from ATM on 18-12-2016.Available Balance 30292.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1131,1131,*BOI Star Sandesh* Rs 400 has been Debited to Your Account XX0813 from ATM on 28-12-2016.Available Balance 16292.15.Auto reversal in 3 days for technical failure. Contact 18004251112 if txn. not done by you.,STAR RS HAS BEEN DEBITED TO YOUR ACCOUNT FROM ATM ON BALANCE REVERSAL IN DAYS FOR TECHNICAL FAILURE CONTACT IF TXN NOT DONE BY YOU,35
1132,1132,"Balance in A/c XXXXXXXXXX1627 as of 03-NOV-16 EOD is INR 3,206.50 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1133,1133,"Balance in A/c XXXXXXXXXX1627 as of 05-NOV-16 EOD is INR 2,006.50 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1134,1134,"An amount of Rs.8,500.00 has been debited from your account number XXXX1627 for NEFT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR NEFT TXN DONE USING HDFC BANK NETBANKING,126
1135,1135,"Your a/c no. XXXXXXXX1627 is credited by Rs.34,900.00 on 08-11-16 by a/c linked to mobile XXXXXXX795(IMPS Ref no 631316096990)",YOUR NO IS CREDITED BY ON BY LINKED TO MOBILE IMPS REF NO,39
1136,1136,Rs.3893 was spent on your Credit Card XX9564 on 22-Nov-15 at WWW GOIBIBO COM. Avbl Lmt: Rs.429305.92 Track spends with Axis Mobile: http://goo.gl/V1isPP,WAS SPENT ON YOUR CREDIT CARD ON AT WWW GOIBIBO COM AVBL LMT TRACK SPENDS WITH AXIS MOBILE HTTP,367
1137,1137,Rs.956 was spent on your Credit Card XX9564 on 02-Dec-15 at MTNL. Avbl Lmt: Rs.400495.92 Track spends with Axis Mobile: http://goo.gl/V1isPP,WAS SPENT ON YOUR CREDIT CARD ON AT MTNL AVBL LMT TRACK SPENDS WITH AXIS MOBILE HTTP,209
1138,1138,Rs.429 was spent on your Credit Card XX9564 on 06-Dec-15 at WAI YU MUN CHING. Avbl Lmt: Rs.398521.19 Track spends with Axis Mobile: http://goo.gl/V1isPP,WAS SPENT ON YOUR CREDIT CARD ON AT WAI YU MUN CHING AVBL LMT TRACK SPENDS WITH AXIS MOBILE HTTP,11
1139,1139,INR 848 was spent on your Credit Card XX9564 on 17-Jan-17 at CBTL. Avbl Lmt: Rs.278643.2 Track spends with Axis Mobile: m.axisbank.com/ccdl,INR WAS SPENT ON YOUR CREDIT CARD ON AT CBTL AVBL LMT TRACK SPENDS WITH AXIS MOBILE,209
1140,1140,"Dear Customer,we are pleased to inform you that ICICI Bank Home Loan benchmark rate has been reduced by 0.25% p.a. As a result your Pre-EMI has been revised to Rs.31949 for month of May and Rs.31425 for June 15. For details,visit any loan servicing bran",DEAR CUSTOMER WE ARE PLEASED TO INFORM YOU THAT ICICI BANK HOME LOAN BENCHMARK RATE HAS BEEN REDUCED BY AS RESULT YOUR HAS BEEN REVISED TO FOR MONTH OF MAY AND FOR JUNE FOR DETAILS VISIT ANY LOAN SERVICING BRAN,118
1141,1141,Bill Pay registration request for TATA POWER - 850250 has been rejected by the biller. Please contact CitiPhones for more details.,BILL PAY REGISTRATION REQUEST FOR TATA POWER HAS BEEN REJECTED BY THE BILLER PLEASE CONTACT CITIPHONES FOR MORE DETAILS,420
1142,1142,Thank you for using the Confirm & Pay service! We confirm receipt of your request and details will be sent to your registered email. Please note that we will separately send you a confirmation post validation by your biller.,THANK YOU FOR USING THE CONFIRM PAY SERVICE WE CONFIRM RECEIPT OF YOUR REQUEST AND DETAILS WILL BE SENT TO YOUR REGISTERED EMAIL PLEASE NOTE THAT WE WILL SEPARATELY SEND YOU CONFIRMATION POST VALIDATION BY YOUR BILLER,238
1143,1143,Your NETSECURE code is 99574186.Do not share it with anyone,YOUR NETSECURE CODE IS NOT SHARE IT WITH ANYONE,86
1144,1144,"Your NEFT Txn. with Ref. No AXIC152446621849 for Rs. 82136 has been credited to Beneficiary : Sardul Rai on September 01,2015 at 08:12:03  Hrs.",YOUR NEFT TXN WITH REF NO FOR RS HAS BEEN CREDITED TO BENEFICIARY SARDUL RAI ON SEPTEMBER AT HRS,467
1145,1145,770211 is the Onetime password (OTP) for your transaction over IVR/Internet. This is usable once & valid for 30 mins from the request. PLS DO NOT SHARE WITH ANYONE,IS THE ONETIME PASSWORD OTP FOR YOUR TRANSACTION OVER THIS IS USABLE ONCE VALID FOR MINS FROM THE REQUEST PLS DO NOT SHARE WITH ANYONE,163
1146,1146,"Dear Customer, w.e.f 1st Sept 2015 all Axis Bank Branches/Offices will remain closed on 2nd & 4th Saturday.The 1st,3rd & 5th Saturday will be full working days",DEAR CUSTOMER SEPT ALL AXIS BANK WILL REMAIN CLOSED ON SATURDAY WILL BE FULL WORKING DAYS,498
1147,1147,Balance in A/c XXXXXXXXXX1627 as of 18-NOV-16 EOD is INR 494.86 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1148,1148,Balance in A/c XXXXXXXXXX1627 as of 25-NOV-16 EOD is INR 619.86 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1149,1149,Balance in A/c XXXXXXXXXX1627 as of 04-DEC-16 EOD is INR 520.86 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1150,1150,"INR 40,000.00 deposited to A/c No XX1627 towards NEFT Cr-KKBK0000958-VISHAL NAMDEO KHANDEKAR-SIDDHESH HADKAR-KKBKH16342838388 Val 08-DEC-16. Clr Bal is INR 40,020.86 subject to clearing.",INR DEPOSITED TO NO TOWARDS NEFT NAMDEO VAL CLR BAL IS INR SUBJECT TO CLEARING,51
1151,1151,Balance in A/c XXXXXXXXXX1627 as of 08-DEC-16 EOD is INR 20.86 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1152,1152,"An amount of Rs.10,875.00 has been debited from your account number XXXX1627 for TPT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR TPT TXN DONE USING HDFC BANK NETBANKING,91
1153,1153,"An amount of Rs.10,000.00 has been debited from your account number XXXX1627 for NEFT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR NEFT TXN DONE USING HDFC BANK NETBANKING,126
1154,1154,"An amount of Rs.13,875.00 has been debited from your account number XXXX1627 for TPT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR TPT TXN DONE USING HDFC BANK NETBANKING,91
1155,1155,"Balance in A/c XXXXXXXXXX1627 as of 14-JAN-17 EOD is INR 2,278.60 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1156,1156,"Balance in A/c XXXXXXXXXX1627 as of 16-JAN-17 EOD is INR 2,275.72 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1157,1157,Rs.1800.00 was withdrawn using your HDFC Bank Card ending 6174 on 2016-11-05:21:33:47 at +TULSI PIPE RD OATM. Avl bal: Rs.2006.50,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT PIPE RD OATM AVL BAL,23
1158,1158,126597 is the Onetime password (OTP) for your transaction over IVR/Internet. This is usable once & valid for 30 mins from the request. PLS DO NOT SHARE WITH ANYONE,IS THE ONETIME PASSWORD OTP FOR YOUR TRANSACTION OVER THIS IS USABLE ONCE VALID FOR MINS FROM THE REQUEST PLS DO NOT SHARE WITH ANYONE,163
1159,1159,"Dear Customer, As per RBI guidelines all Axis Bank Branches/Offices will remain closed on 2nd & 4th Saturday. All other Saturdays will be full working days. However, Mobile Banking, Internet Banking, Phone Banking, IMPS & ATM services will be available 24 hours on all days.",DEAR CUSTOMER AS PER RBI GUIDELINES ALL AXIS BANK WILL REMAIN CLOSED ON SATURDAY ALL OTHER SATURDAYS WILL BE FULL WORKING DAYS HOWEVER MOBILE BANKING INTERNET BANKING PHONE BANKING IMPS ATM SERVICES WILL BE AVAILABLE HOURS ON ALL DAYS,205
1160,1160,"Thank you for activating Axis Mobile. Your current transaction limit is INR 30,000 and would be upgraded to INR 5 lakhs in the next 5 days. T and Cs apply.",THANK YOU FOR ACTIVATING AXIS MOBILE YOUR CURRENT TRANSACTION LIMIT IS INR AND WOULD BE UPGRADED TO INR LAKHS IN THE NEXT DAYS AND CS APPLY,264
1161,1161,"Welcome to Pockets by ICICI Bank. Get set to shop online & offline, send money, recharge and more. Check out our exciting offers at icicibank.com/pockets",WELCOME TO POCKETS BY ICICI BANK GET SET TO SHOP ONLINE OFFLINE SEND MONEY RECHARGE AND MORE CHECK OUT OUR EXCITING OFFERS AT,123
1162,1162,To register JUGENDRA KUMAR as a payee you will need a URN. NEVER SHARE THE URN WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. The URN is 470648.,TO REGISTER JUGENDRA KUMAR AS PAYEE YOU WILL NEED URN NEVER SHARE THE URN WITH ANYONE BANK NEVER CALLS TO VERIFY IT THE URN IS,88
1163,1163,We have sent a communication to your registered e-mail ID for submitting your KYC information. We request you to please check the same & respond- StanChart,WE HAVE SENT COMMUNICATION TO YOUR REGISTERED ID FOR SUBMITTING YOUR KYC INFORMATION WE REQUEST YOU TO PLEASE CHECK THE SAME STANCHART,108
1164,1164,"Your NEFT Txn. with Ref. No AXIC153097893814 for Rs. 109200 has been credited to Beneficiary : KHAKHAR AND CO on November 05,2015 at 11:10:03  Hrs.",YOUR NEFT TXN WITH REF NO FOR RS HAS BEEN CREDITED TO BENEFICIARY KHAKHAR AND CO ON NOVEMBER AT HRS,147
1165,1165,You have successfully verified your Internet Banking identity and secured your device/browser.Have a nice day!,YOU HAVE SUCCESSFULLY VERIFIED YOUR INTERNET BANKING IDENTITY AND SECURED YOUR NICE DAY,171
1166,1166,"Your NEFT Txn. with Ref. No AXIC153219777761 for Rs. 7500 has been credited to Beneficiary : SOUDAGAR ABDUL KHAJA on November 17,2015 at 05:30:12  Hrs.",YOUR NEFT TXN WITH REF NO FOR RS HAS BEEN CREDITED TO BENEFICIARY SOUDAGAR ABDUL KHAJA ON NOVEMBER AT HRS,442
1167,1167,Thank you for choosing Axis Bank for your forex transaction 0741FIR1500090 handled today. Please share your valuable feedback by sending FX Y  for satisfactory or FX N for unsatisfactory service to +919717000002. Normal SMS charges as per your tariff plan will apply.,THANK YOU FOR CHOOSING AXIS BANK FOR YOUR FOREX TRANSACTION HANDLED TODAY PLEASE SHARE YOUR VALUABLE FEEDBACK BY SENDING FX FOR SATISFACTORY OR FX FOR UNSATISFACTORY SERVICE TO NORMAL SMS CHARGES AS PER YOUR TARIFF PLAN WILL APPLY,60
1168,1168,"Dear Customer, your NETSECURE code is 20029853. Txn details: Third Party Funds Transfer to account 914010025044455 for amount : INR 1000",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS THIRD PARTY FUNDS TRANSFER TO ACCOUNT FOR AMOUNT INR,216
1169,1169,Rs.2000.00 was withdrawn using your HDFC Bank Card ending 6174 on 2016-11-12:23:36:33 at +DADAR. Avl bal: Rs.697.62,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT AVL BAL,23
1170,1170,Rs.2000.00 was withdrawn using your HDFC Bank Card ending 6174 on 2016-12-12:23:29:48 at +PRITAM DADAR. Avl bal: Rs.145.86,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT DADAR AVL BAL,23
1171,1171,"Your request to register for RELIANCE GSM PREPAID - account 9699396306 is active in BillPay NetBanking. For the first 12 hrs post addition, the limit for recharge is Rs. 200 per customer id. For queries please contact HDFC Bank immediately",YOUR REQUEST TO REGISTER FOR RELIANCE GSM PREPAID ACCOUNT IS ACTIVE IN BILLPAY NETBANKING FOR THE FIRST HRS POST ADDITION THE LIMIT FOR RECHARGE IS RS PER CUSTOMER ID FOR QUERIES PLEASE CONTACT HDFC BANK IMMEDIATELY,228
1172,1172,Transaction of Rs 842 has been made on Kotak credit card xx6972 on 15-Nov at GOPAL ASHRAM HOTEL. Available credit limit is 5006.07.,TRANSACTION OF RS HAS BEEN MADE ON KOTAK CREDIT CARD ON AT GOPAL ASHRAM HOTEL AVAILABLE CREDIT LIMIT IS,212
1173,1173,Rs.197 has been debited from your Kotak Account/Credit Card xx6972 for payment towards RELIANCE GSM PREPAID on 08-DEC-2016 via Mobile Banking. Ref No. 268274930.,HAS BEEN DEBITED FROM YOUR KOTAK CARD FOR PAYMENT TOWARDS RELIANCE GSM PREPAID ON VIA MOBILE BANKING REF NO,140
1174,1174,Transaction of Rs 10000 has been made on Kotak credit card xx6972 on 25-Dec at NATIONAL EDUCATION. Available credit limit is 1633.22.,TRANSACTION OF RS HAS BEEN MADE ON KOTAK CREDIT CARD ON AT NATIONAL EDUCATION AVAILABLE CREDIT LIMIT IS,212
1175,1175,NetBanking access for CRN XXX7352 is locked due to incorrect password entry.Generate password instantly using Forgot Password option on Net Banking login page,NETBANKING ACCESS FOR CRN IS LOCKED DUE TO INCORRECT PASSWORD PASSWORD INSTANTLY USING FORGOT PASSWORD OPTION ON NET BANKING LOGIN PAGE,309
1176,1176,"Rs. 22,080.00 is credited to your A/c XXXX8793  on 07-NOV-16 on account of Salary_Oct_16 .",RS IS CREDITED TO YOUR ON ON ACCOUNT OF,45
1177,1177,INR 24000.00 is debited from your A/c XXXX8793 on 24-11-2016 towards CASH WITHDRAWAL BYSELF AT MAHAPE 1423.Combined Available Balance is INR 1002.43,INR IS DEBITED FROM YOUR ON TOWARDS CASH WITHDRAWAL BYSELF AT MAHAPE AVAILABLE BALANCE IS INR,81
1178,1178,INR 24000.00 is debited from your A/c XXXX8793 on 05-12-2016 towards CASH WITHDRAWAL BYSELF AT MAHAPE 1423.Combined Available Balance is INR 2810.43,INR IS DEBITED FROM YOUR ON TOWARDS CASH WITHDRAWAL BYSELF AT MAHAPE AVAILABLE BALANCE IS INR,81
1179,1179,Your request for Cheque book for A/c XXXX8793 has been received on 09-12-2016. The same will be dispatched to your correspondence address shortly,YOUR REQUEST FOR CHEQUE BOOK FOR HAS BEEN RECEIVED ON THE SAME WILL BE DISPATCHED TO YOUR CORRESPONDENCE ADDRESS SHORTLY,127
1180,1180,"Rs. 22,080.00 is credited to your A/c XXXX8793  on 07-JAN-17 on account of Salary_Dec_16 .",RS IS CREDITED TO YOUR ON ON ACCOUNT OF,45
1181,1181,Your fund transfer request for INR. 9000 from a/c xx8793 to 008310110000813 (an a/c at another bank) has been received on 12-JAN-2017. Ref No. KKBKH17012642206.,YOUR FUND TRANSFER REQUEST FOR INR FROM TO AN AT ANOTHER BANK HAS BEEN RECEIVED ON REF NO,63
1182,1182,Rs.197 has been debited from your Kotak Account/Credit Card xx8793 for payment towards RELIANCE GSM PREPAID on 14-JAN-2017 via Mobile Banking. Ref No. 287254762.,HAS BEEN DEBITED FROM YOUR KOTAK CARD FOR PAYMENT TOWARDS RELIANCE GSM PREPAID ON VIA MOBILE BANKING REF NO,140
1183,1183,Your transaction at PADUKA using Kotak Debit Card XX9027 on 03-11-2016 21:08:45 could not be processed due to Incorrect PIN.Enter correct PIN. Instantly generate your PIN using http://bit.ly/1UvYjI5 or call 1860 266 2666.,YOUR TRANSACTION AT PADUKA USING KOTAK DEBIT CARD ON COULD NOT BE PROCESSED DUE TO INCORRECT CORRECT PIN INSTANTLY GENERATE YOUR PIN USING HTTP OR CALL,142
1184,1184,Your cash withdrawal at AMS8005 using Kotak Debit Card XX9027 on 04-12-2016 08:39:16 could not be processed due to Insufficient account balance..The txn cannot be completed with available balance.SMS BAL xxxx (last 4 digits of account number) to 9971056767 to know your accout balance.Call our customer care at 18602662666 for further assistance,YOUR CASH WITHDRAWAL AT USING KOTAK DEBIT CARD ON COULD NOT BE PROCESSED DUE TO INSUFFICIENT ACCOUNT TXN CAN NOT BE COMPLETED WITH AVAILABLE BAL XXXX LAST DIGITS OF ACCOUNT NUMBER TO TO KNOW YOUR ACCOUT OUR CUSTOMER CARE AT FOR FURTHER ASSISTANCE,98
1185,1185,Cash withdrawal of Rs.2500 made on Kotak Debit card XX9027 on 16-12-2016 20:05:12 at 504492.Combined balance in A/c XX8793 is Rs 23745.86.,CASH WITHDRAWAL OF MADE ON KOTAK DEBIT CARD ON AT BALANCE IN IS RS,94
1186,1186,Cash withdrawal of Rs.2500 made on Kotak Debit card XX9027 on 08-01-2017 14:26:46 at INDIAN OVERSEAS.Combined balance in A/c XX8793 is Rs 24058.97.,CASH WITHDRAWAL OF MADE ON KOTAK DEBIT CARD ON AT INDIAN BALANCE IN IS RS,94
1187,1187,"????? ??????, ???? ???? ???? ???.7483235 ???? ?? ?? ????? ????? ???. 05/11/2016 ???? ??.2125 ?? ????? ??? ???. ????? ?? ??? ??????????? ?????? ?????? ???????? ?????? ???.", ,86
1188,1188,"Dear Customer, as a special? offer we will not charge any foreclosure fee if you wish to close your consumer durable loan with Capital First before 24th November 2016.T&C Apply",DEAR CUSTOMER AS SPECIAL OFFER WE WILL NOT CHARGE ANY FORECLOSURE FEE IF YOU WISH TO CLOSE YOUR CONSUMER DURABLE LOAN WITH CAPITAL FIRST BEFORE NOVEMBER APPLY,97
1189,1189,"To deposit Rs. 500/1000 notes starting Nov 10, 2016, please carry valid ID proof (Aadhaar card,Voter ID,Ration card,PAN,Passport,NREGA card,Driving license).For deposits through bearer, pls send authorization letter with your self-attested ID proof & bearer ID proof. Letter to mention denominations being deposited.",TO DEPOSIT RS NOTES STARTING NOV PLEASE CARRY VALID ID PROOF AADHAAR CARD VOTER ID RATION CARD PAN PASSPORT NREGA CARD DRIVING LICENSE DEPOSITS THROUGH BEARER PLS SEND AUTHORIZATION LETTER WITH YOUR ID PROOF BEARER ID PROOF LETTER TO MENTION DENOMINATIONS BEING DEPOSITED,42
1190,1190,"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us now at 18001030333.",DEAR BAJAJ FINANCE CUSTOMER CHECK YOUR CIBIL SCORE FOR FREE TO CHECK YOUR SCORE CALL US NOW AT,70
1191,1191,"Dear Customer, we urge you to use debit & credit cards, net banking & mobile banking app as much as possible to avoid long queues at branches. This will help us serve you better. Warm regards, Kotak Mahindra Bank",DEAR CUSTOMER WE URGE YOU TO USE DEBIT CREDIT CARDS NET BANKING MOBILE BANKING APP AS MUCH AS POSSIBLE TO AVOID LONG QUEUES AT BRANCHES THIS WILL HELP US SERVE YOU BETTER WARM REGARDS KOTAK MAHINDRA BANK,87
1192,1192,???? ???? ??? ???? ??? ??? ?? ???? ???? ??? ???? ?? ????? ?? 10 ????? ?? 30 ????? 2016 ?? ??? ?? ???? ??? ??? ???? ????? ?? 6% ?? ????? ????????? ??????? ?? ???? ???? ???? ?? ?????? ?????, ,86
1193,1193,"Dear customer, please do not worry, we are accepting cash deposits of old currency notes (Rs. 500/1000) till Dec 30, 2016. Now avail the convenience of increased limits - ATM per day Rs. 2500, weekly withdrawal  Rs. 24000 (including ATM withdrawal) and exchange limit Rs. 4500 per person. There is no daily limit of Rs. 10,000 cash withdrawal. To deposit sums larger than Rs. 2 lakhs, please call your branch to schedule an appointment. We will let you know the date, time and venue so that the deposit can be done easily by you and we can serve you better.",DEAR CUSTOMER PLEASE DO NOT WORRY WE ARE ACCEPTING CASH DEPOSITS OF OLD CURRENCY NOTES RS TILL DEC NOW AVAIL THE CONVENIENCE OF INCREASED LIMITS ATM PER DAY RS WEEKLY WITHDRAWAL RS INCLUDING ATM WITHDRAWAL AND EXCHANGE LIMIT RS PER PERSON THERE IS NO DAILY LIMIT OF RS CASH WITHDRAWAL TO DEPOSIT SUMS LARGER THAN RS LAKHS PLEASE CALL YOUR BRANCH TO SCHEDULE AN APPOINTMENT WE WILL LET YOU KNOW THE DATE TIME AND VENUE SO THAT THE DEPOSIT CAN BE DONE EASILY BY YOU AND WE CAN SERVE YOU BETTER,27
1194,1194,"Dear Customer, please note according to RBI circular, it has been decided that the limit of exchange of old Rs. 500/1000 currency notes, across the counter of the bank shall be Rs. 2000 with effect from November 18, 2016.This facility will be available only once per person for the period November 8 to December 30, 2016.",DEAR CUSTOMER PLEASE NOTE ACCORDING TO RBI CIRCULAR IT HAS BEEN DECIDED THAT THE LIMIT OF EXCHANGE OF OLD RS CURRENCY NOTES ACROSS THE COUNTER OF THE BANK SHALL BE RS WITH EFFECT FROM NOVEMBER FACILITY WILL BE AVAILABLE ONLY ONCE PER PERSON FOR THE PERIOD NOVEMBER TO DECEMBER,78
1195,1195,We would like to inform you that there has been no communication from RBI with respect to payment holiday for 60 days as reported in the media. We shall keep you posted on any developments in this regard.,WE WOULD LIKE TO INFORM YOU THAT THERE HAS BEEN NO COMMUNICATION FROM RBI WITH RESPECT TO PAYMENT HOLIDAY FOR DAYS AS REPORTED IN THE MEDIA WE SHALL KEEP YOU POSTED ON ANY DEVELOPMENTS IN THIS REGARD,368
1196,1196,"Dear Customer, beneficiary id Siddhesh for your CRN 171557352 has been activated successfully on 26 Nov 2016 18:38",DEAR CUSTOMER BENEFICIARY ID SIDDHESH FOR YOUR CRN HAS BEEN ACTIVATED SUCCESSFULLY ON NOV,153
1197,1197,"134719 is the OTP for your personal loan application with Fullerton India. If you have not applied, please call on 18001036001. TCA",IS THE OTP FOR YOUR PERSONAL LOAN APPLICATION WITH FULLERTON INDIA IF YOU HAVE NOT APPLIED PLEASE CALL ON TCA,417
1198,1198,"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us Toll Free on 18001030333. Bajaj Finserv.",DEAR BAJAJ FINANCE CUSTOMER CHECK YOUR CIBIL SCORE FOR FREE TO CHECK YOUR SCORE CALL US TOLL FREE ON BAJAJ FINSERV,70
1199,1199,"Dear Customer,  Please quote your Card No 1954018 at Consumer Durable Dealers to take preapproved CD loan of upto INR 140000on your Easy Buy Card. Capital First",DEAR CUSTOMER PLEASE QUOTE YOUR CARD NO AT CONSUMER DURABLE DEALERS TO TAKE PREAPPROVED CD LOAN OF UPTO INR YOUR EASY BUY CARD CAPITAL FIRST,38
1200,1200,"Dear customer, please do not respond to phone calls asking for your confidential data like a/c no., debit card no., PIN, passwords etc. or offering currency exchange under demonetisation. Kotak Mahindra Bank will never ask you for any sensitive data.",DEAR CUSTOMER PLEASE DO NOT RESPOND TO PHONE CALLS ASKING FOR YOUR CONFIDENTIAL DATA LIKE DEBIT CARD PIN PASSWORDS ETC OR OFFERING CURRENCY EXCHANGE UNDER DEMONETISATION KOTAK MAHINDRA BANK WILL NEVER ASK YOU FOR ANY SENSITIVE DATA,240
1201,1201,"Dear Customer, as a special? offer we will not charge any foreclosure fee if you wish to close your consumer durable loan with Capital First before 24th Jan 2017.T&C Apply",DEAR CUSTOMER AS SPECIAL OFFER WE WILL NOT CHARGE ANY FORECLOSURE FEE IF YOU WISH TO CLOSE YOUR CONSUMER DURABLE LOAN WITH CAPITAL FIRST BEFORE JAN APPLY,97
1202,1202,"Dear Customer, beneficiary id amitdmax for your CRN 171557352 has been activated successfully on 13 Dec 2016 17:14",DEAR CUSTOMER BENEFICIARY ID AMITDMAX FOR YOUR CRN HAS BEEN ACTIVATED SUCCESSFULLY ON DEC,153
1203,1203,Bank of India SMS OTP Login  One Time Password: 7853317  OTP-ID: 2611,BANK OF INDIA SMS OTP LOGIN ONE TIME PASSWORD,226
1204,1204,One Time Password for NetBanking Transaction is 359087.Please use the password to complete the Transaction.Pls do not share this with anyone.,ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS USE THE PASSWORD TO COMPLETE THE DO NOT SHARE THIS WITH ANYONE,29
1205,1205,"Dear Customer,  Please quote your Card No 1954018 at Consumer Durable Dealers to take preapproved CD loan of upto INR 140000on your Easy Buy Card. Capital First",DEAR CUSTOMER PLEASE QUOTE YOUR CARD NO AT CONSUMER DURABLE DEALERS TO TAKE PREAPPROVED CD LOAN OF UPTO INR YOUR EASY BUY CARD CAPITAL FIRST,38
1206,1206,You have added/ modified a beneficiary Vishal kotak to your HDFC Bank NetBanking NEFT/ RTGS Module for funds transfer,YOU HAVE MODIFIED BENEFICIARY VISHAL KOTAK TO YOUR HDFC BANK NETBANKING RTGS MODULE FOR FUNDS TRANSFER,494
1207,1207,"????? ??????, ???? ???? ???? ???.7483235 ???? ?? ?? ????? ????? ???. 05/01/2017 ???? ??.2125 ?? ????? ??? ???. ????? ?? ??? ??????????? ?????? ?????? ???????? ?????? ???.", ,86
1208,1208,"NEFT Transaction with reference number N011170232054769 for INR 10,000.00 has been credited to the beneficiary account on 11-01-2017 at 18:25:45.",NEFT TRANSACTION WITH REFERENCE NUMBER FOR INR HAS BEEN CREDITED TO THE BENEFICIARY ACCOUNT ON AT,65
1209,1209,Your One Time Password (OTP) for changing the password in Customer Portal is 54451. Please do not share this password with anyone. - Capital First.,YOUR ONE TIME PASSWORD OTP FOR CHANGING THE PASSWORD IN CUSTOMER PORTAL IS PLEASE DO NOT SHARE THIS PASSWORD WITH ANYONE CAPITAL FIRST,284
